Party and Electorate Candidate Votes Recorded at each Voting Place
Te Tai Tonga 71,Party Vote Details
,,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Advance Voting Places
Banks Peninsula
Merivale,"Rangi Ruru Girls' School, Helen Kitson Function Centre, 59 Hewitts Road",0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,8,0
Papanui,"Waimairi School Hall, 1 Tillman Avenue",0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,8,0
Upper Riccarton,"Bush Inn Centre (Old Post Shop), Corner Riccarton & Waimairi Roads",0,1,1,8,0,44,9,7,1,3,1,0,0,0,0,2,0,77,1
Invercargill
,Team 1 - Prison - Taken in Invercargill,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,11,0
Bluff,"Bluff School, 39 Bradshaw Street",0,2,1,0,0,17,1,0,0,1,0,0,0,0,0,0,0,22,0
,"Bluff Senior Citizens Centre, 10 Onslow Street",0,3,1,1,0,40,4,2,0,2,0,0,0,0,0,2,1,56,1
,"St Teresa's School, 181 Foyle Street",0,0,0,1,0,7,1,0,0,2,0,0,0,0,0,0,0,11,0
Edendale,"Edendale School, 24 Salford Street",0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,6,0
Invercargill,"Ascot Community School Hall, 580 Tay Street",1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,1
,"Donovan Primary School, 200 Drury Lane",0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,9,0
,"Eastside Baptist Church, 2 Glengarry Crescent",3,1,0,0,0,33,3,1,0,1,0,0,0,0,0,0,0,42,1
,"Fernworth Primary School Hall, 288 Pomona Street",0,0,0,1,0,16,3,0,0,2,0,0,0,0,0,0,0,22,0
,"ILT Stadium Southland, 18 Surrey Park Road",9,9,1,10,0,134,21,13,2,6,1,1,0,0,0,2,1,210,0
,"Invercargill Public Library, 50 Dee Street",0,4,2,1,0,32,4,2,1,4,0,0,0,0,0,0,0,50,0
,"Nga Hau E Wha Marae, 193 Conon Street",3,4,1,8,0,45,21,0,0,5,0,1,0,0,0,0,0,88,1
,"Shop 23 (next to Classic Motorcycle Mecca), 23 Tay Street",5,3,2,9,0,67,6,7,0,1,0,1,0,0,0,1,0,102,1
,"Southland Girls' High School Hall, 328 Tweed Street",0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,7,0
,"St Andrew's Community Church, 353 Elles Road (carpark access at 141 Manse Street)",3,7,5,12,0,168,16,5,1,15,0,1,0,0,0,2,0,235,3
,"St Stephen's Presbyterian Church Hall, 290 North Road",4,3,1,3,0,56,5,13,2,4,0,0,0,0,0,1,2,94,2
,"Windsor Community Church, 19 Windsor Street",3,2,0,9,0,48,5,5,3,8,0,1,0,0,0,1,0,85,3
Otatara,"Otatara Community Centre, 146 Dunns Road",3,1,0,6,0,12,1,2,0,2,0,0,0,0,0,0,0,27,1
Otautau,"Otautau School, 13 Elles Road",0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,8,0
Riverton,"Riverton Primary School Hall, 7 Leader Street",2,4,1,2,0,5,1,2,0,0,0,0,0,0,0,0,0,17,1
,"Riverton Senior Citizens Rooms, 64 Princess Street",0,1,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,8,0
Tuatapere,"Tuatapere RSA Hall, 61 Main Road",0,0,0,3,0,10,0,0,0,2,0,0,0,0,0,0,0,15,1
Kaikōura
,"Hurunui Library - RSA Room, 111 Carters Road",2,0,1,2,0,12,4,2,0,3,0,0,0,0,0,1,0,27,0
Blenheim,"Bohally Intermediate School Hall, 37-49 McLauchlan Street",0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,7,0
,"Market Street North Shop (next to Farmers), 19 Market Street",3,5,3,3,0,112,10,9,0,5,0,1,0,0,0,3,0,154,6
,"Mayfield School Hall, 79 Hutcheson Street",0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,9,0
,"Redwoodtown School Hall, 90 Cleghorn Street",0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,14,0
,"Springlands School Hall, Aston Street (off Murphys Road)",1,0,0,3,0,6,0,2,0,2,0,0,0,0,0,0,0,14,0
,"Stadium 2000 Programmes Room, 26 Redwood Street Entrance",11,4,8,14,1,129,14,11,3,13,0,1,0,0,0,4,0,213,4
,"Whitney Street School Hall, 9 Whitney Street",0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,6,0
